0056 元大高股息--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2024/04,2385,群光,"37,311",2.71,"7,555,531",4.91,-8.7837,TW0002385002
2024/04,2454,聯發科,"7,609",2.71,"7,548,444",0.48,-16.9876,TW0002454006
2024/04,2474,可成,"33,399",2.61,"7,280,947",4.91,-0.4566,TW0002474004
2024/04,2891,中信金,"225,416",2.76,"7,686,700",1.15,3.177,TW0002891009
2024/04,3034,聯詠,"15,676",3.47,"9,687,849",2.58,2.3177,TW0003034005
2024/04,3702,大聯大,"82,425",2.61,"7,278,107",4.91,-7.9251,TW0003702007
2024/04,3711,日月光投控,"49,239",2.61,"7,287,340",1.12,-8.0743,TW0003711008
2024/04,4938,和碩,"82,351",2.89,"8,045,678",3.09,-4.216,TW0004938006
2024/04,M2300,電子工業,,25.6,"71,391,728",,-0.9679,
2024/04,M2800,金融業(合計),,2.76,"7,686,700",,1.279,
2024/04,MTSE,國內上市,,28.36,"79,078,428",,0.5034,
2024/04,TT99,基金總規模,,,"278,850,919",,,
2024/03,1102,亞泥,"155,281",2.31,"6,413,116",4.38,2.1014,TW0001102002
2024/03,1301,台塑,"45,129",1.12,"3,109,390",0.71,-3.9052,TW0001301000
2024/03,1303,南亞,"54,533",1.1,"3,053,865",0.69,-6.1978,TW0001303006
